X,Y,P,W
0.816586605596929,0.5079153795996717,7,4
0.4603032346789421,0.39789858074676254,6,2
0.30519086733860057,0.12532929076598687,4,6
0.7953454991528618,0.5845010636666316,5,7
0.22759548740777036,0.16828175159106096,5,8
0.02366443470145152,0.3051435643730891,2,6
0.19312978832770866,0.21670646862882026,1,5
0.3282619511977065,0.7801394584599729,1,2
0.8643529420302863,0.8748959028637567,4,3
0.9668891040483611,0.7371138213070643,2,4
0.2791249927218714,0.0801530985961526,7,8
0.6414817386076277,0.5856022342427828,4,3
0.39967838436006087,0.16877300706095355,7,7
0.9811496871982601,0.1590239791021757,9,9
0.5362157324787219,0.1835669045863776,6,7
0.9392371403247157,0.3503630608962688,9,1
0.11534175185142759,0.7549819879702444,9,4
0.970400611022228,0.533283637340002,4,6
0.17856781617246364,0.35266875273984744,1,1
0.9625343157615555,0.7958144147968905,1,1
0.2654663625229686,0.9338262128504331,2,7
0.1084025472147111,0.4057350022196966,2,7
0.43456375856464435,0.7569329580882413,9,4
0.7285450606527043,0.9888570703556815,7,5
0.31367731419499123,0.4472221297927449,9,4
0.6062088533061433,0.5524706349610474,2,3
0.5114230596694781,0.18870294532911758,3,3
0.38519543334472717,0.7604790423210861,1,9
0.5765880434965995,0.8808118863424665,9,9
0.25472250613858194,0.646119080578628,3,6
0.7087852838341706,0.09063967206389933,9,3
0.0016912782186294661,0.945763998996668,5,4
0.9255751654990827,0.7929189217278751,4,6
0.5384519970927919,0.24568387807948977,4,5
0.7194299991448455,0.27352696722142034,7,1
0.7419500778394765,0.2874735114703446,5,7
0.6706285044329995,0.5733976749703519,7,2
0.3642214717812642,0.5940216482538332,2,8
0.06997381112631018,0.7880610079574937,5,8
0.6642376849112723,0.605484535561246,3,6
0.3302000360425964,0.6551242576353657,4,4
0.31391564505835967,0.39441899337053987,6,3
0.8480152795063355,0.8314752779425982,5,1
0.7197542630139502,0.4433840218168307,1,7
0.3003222682112642,0.13437887586585684,1,1
0.30928466220865325,0.3985019177216792,8,7
0.40839290861921684,0.2622762018334923,9,7
0.40240038705772463,0.8310441515732937,3,8
0.295655202525947,0.34269114455603966,5,7
0.12728779905915322,0.8391434628711298,5,2
0.4204463337729083,0.9628730534070167,6,2
0.940363670730183,0.3613065066211564,7,1
0.6773179452727329,0.19420530784958256,1,9
0.9028055457325826,0.06675330905030696,2,5
0.6155149159513805,0.8359538710492873,2,4
0.3009498745655653,0.6470159071634569,8,3
0.5479372131356982,0.01876305578035442,3,3
0.0004059396972875273,0.23159932057949328,6,9
0.2869137168689272,0.07487117536293153,6,5
0.4298881499898346,0.7373238337059185,8,4
0.579984781195682,0.08440219294220819,3,9
0.6547056237030716,0.2196060213864618,7,2
0.4649881902470142,0.37073553922038915,4,1
0.4421597993048074,0.20079219742673116,2,7
0.2137014009891003,0.6191869540336472,6,3
0.47318618590932626,0.1344687801623501,8,2
0.9011808258282542,0.29787862924005026,4,4
0.7960247601267803,0.46368035743866964,8,5
0.16969139619805473,0.08684349767593813,3,6
0.08479553672512175,0.5918862389191447,2,7
0.5154520099152164,0.3823214981867221,3,7
0.6329408557657957,0.005789024344293958,4,3
0.3351882554098009,0.046776908784151194,9,3
0.8184234645366643,0.9650905431901491,2,9
0.7511381375407322,0.9317642340725407,5,3
0.672795670557167,0.1435661648318438,8,9
0.22464066599728827,0.4858535353770541,2,1
0.19912993272657664,0.03727186709918673,3,1
0.024425387726826342,0.39997425139685416,4,4
0.24484254407835015,0.40023327701462263,3,7
0.47513634421880513,0.923468878009076,3,7
0.8497376946247319,0.748362298443804,9,6
0.0728282291845691,0.8309534552733818,6,1
0.41444101099771935,0.05489290113748324,7,1
0.6297653807377137,0.9756164583260301,4,3
0.1944352367397093,0.8703083927169375,2,3
0.6963542504905049,0.39092231751516604,1,4
0.49437716901043693,0.2183886372202004,1,5
0.24398443957843885,0.525721577653499,7,5
0.6560580111117841,0.939392949297939,9,3
0.00554481813803176,0.010323368122617582,1,9
0.7509644766184729,0.5724429065403671,7,7
0.7700461885740251,0.228269170694268,6,9
0.10658729656353894,0.1734641507259398,8,4
0.4251461939427341,0.27137690353139676,2,9
0.17588668170653166,0.09013171825329125,6,9
0.9579660422795397,0.826162356329044,4,4
0.5179577504437408,0.6590347822503233,1,7
0.05021838514064092,0.8573896901527895,4,5
0.24919827965997166,0.673296675915451,8,6
0.8483363473516597,0.205586001150599,2,1
0.45646182547017256,0.867346680805527,7,1
0.8014166017222645,0.19822738905624082,6,5
0.6675777325863531,0.41036659564574207,1,5
0.987892453066448,0.012430806777731451,2,3
0.5954523184694197,0.9368565961164549,6,5
0.9500396084431559,0.617218161068672,9,5
0.891425925810437,0.28311428958588314,4,5
0.6126523227617628,0.09315348390488021,3,8
0.7192739612759671,0.4352728299772015,2,8
0.504778164824402,0.13721689536192438,5,3
0.830569169721415,0.20004963662785424,7,5
0.5478719506108284,0.09914177946067904,8,4
0.8972081032332622,0.3489660492243005,1,5
0.7436554421595849,0.8999281884515833,1,8
0.4746744368230533,0.28770542976486824,4,4
0.25919154846501935,0.9153931867246762,2,5
0.24723973750965955,0.19662739679043506,1,3
0.6376614367761563,0.17867711532057828,4,9
0.7658136842971655,0.4698683594054903,3,7
0.5212998128279821,0.8947596802440396,9,8
0.6267484369817813,0.5233588990719038,7,3
0.2745974469175383,0.4766087900923337,9,6
0.07748335386473582,0.4202232650987475,3,4
0.2857281508631525,0.9185864161852886,1,5
0.2717151070821846,0.0316460760086017,6,9
0.3197095684187623,0.8586530588011929,6,6
0.5401522225184564,0.20842823974817326,1,2
0.13837406151615572,0.2510078594416765,2,1
0.23126147972818678,0.2923174886409994,2,3
0.6939498122990523,0.6236756889125559,5,8
0.7064191416945522,0.045002898713867756,6,1
0.06422885071387807,0.27744320690631497,7,7
0.4075993696665867,0.4285668790999948,8,7
0.5426111405039153,0.0694614386065413,7,5
0.41577423410315595,0.3277937982853353,9,8
0.20683438951441024,0.3401808746165541,9,6
0.4201435177734256,0.5115970563179181,7,3
0.9048384783401769,0.44138029977509985,5,5
0.5840794142042252,0.9980054057131905,4,5
0.6955229864979681,0.8358934435712613,1,1
0.8567320323039342,0.4944142596402954,1,2
0.7655945761180695,0.6154957828270787,8,7
0.38038102892771164,0.18878563621964695,1,4
0.0058960835839930725,0.29977973325053764,1,1
0.3517588026718247,0.1827521178213981,6,5
0.7534751250593859,0.8822048095516867,2,7
0.8534479505691046,0.28703113317759266,9,5
0.9534303384701063,0.21919267956388233,7,8
0.41902128262982186,0.30765245308435485,1,9
0.7475156689780508,0.7714956273683837,8,9
0.5461323097338391,0.07776941186623598,4,3
0.6032525889412413,0.49621025598211776,1,7
0.2205386943238189,0.21902429512641008,6,6
0.21942163462143616,0.3453504549592781,9,8
0.4358359760466366,0.7809047947469436,6,7
0.02902481994671524,0.7961305692521529,3,5
0.33612954369838244,0.5009831624024713,8,7
0.6791418850283497,0.38872117975800846,3,4
0.4043166691376371,0.25552842355247773,8,1
0.16504473120350882,0.5702726078097186,5,1
0.46739014923231015,0.9974332303611954,8,7
0.1276277972811607,0.1655077961007908,8,3
0.6222569609740647,0.8741464711235605,2,5
0.02696645190513769,0.7727108712201283,8,6
0.3940202563397047,0.36972312439499255,7,3
0.5643919830247741,0.22539449765160913,5,9
0.027102046340312436,0.8420666959961142,5,7
0.6427496480093358,0.13681547655181292,4,4
0.13569948723056424,0.5594119099365172,8,7
0.4616984440515117,0.04146243841107167,8,8
0.05028463348862755,0.6882144098550862,3,8
0.37910386418813957,0.17295660225942722,9,6
0.21166028421148153,0.5157176959058153,7,9
0.32684580488130854,0.733942208484544,1,6
0.7612297078940271,0.2662204136194234,9,7
0.3791262155641363,0.6528369561738366,1,2
0.7520098235547849,0.9792528521811841,3,7
0.8319242851552726,0.003212903407365908,5,6
0.2522715317823806,0.33890354802561184,3,1
0.08190623276164255,0.5008598109662303,3,7
0.01938328705001069,0.33721615840361596,7,2
0.5394190479225337,0.8856363841366194,9,9
0.9999078285092092,0.48170879290937263,6,3
0.3499603437201839,0.9436064978533751,5,4
0.650144093249875,0.17438107797034264,9,9
0.7812330496108949,0.3908148313024118,4,1
0.6517546552438894,0.2785271274630414,7,9
0.7542332040595262,0.3212870864587267,3,4
0.9496117327159889,0.5899663761511883,2,5
0.1993606823625329,0.016003443563200936,2,3
0.020380017320332344,0.7980831640400095,7,8
0.15238234578479037,0.5815510509983638,1,9
0.12622097487420625,0.22037450579520745,8,4
0.6694588446199107,0.5336305206839187,8,6
0.5639695819300191,0.2618502428528787,5,9
0.21796454090650363,0.42734105177157333,5,1
0.6994649712461508,0.30472470439023336,6,6
0.7668980983562408,0.8464299712147071,7,8
0.16778914336780226,0.635091009814778,7,3
0.6072474938909317,0.7370392016609254,3,4
0.7479256519552858,0.2936000169972254,2,2
0.11453287137889767,0.45561069626501816,9,2
0.8193011743110851,0.956185049612293,4,5
0.9647207730340877,0.5225502868140044,7,9
0.10809874965760657,0.27580736735670763,3,6
0.025678425497466018,0.4570364285352031,1,3
0.3119572443946952,0.3961792940478134,1,1
0.6773472868504088,0.3751764825161873,7,5
0.9581728382058959,0.5422322061094778,1,3
0.3966544415166273,0.4513722646477918,1,2
0.7150147050494684,0.6518251967655037,5,6
0.07599647784305996,0.8561390962556206,5,6
0.6906144159329803,0.8784702674719526,7,1
0.6272423956010444,0.25640721541715705,3,7
0.10190130544597653,0.41409384346812705,7,4
0.772480884951224,0.46735382923017144,8,8
0.8502932390887963,0.6794365933301978,5,4
0.6004116148168441,0.3876994457469758,3,5
0.12105506506731512,0.23384005132416008,5,8
0.9838443515146713,0.5534526923642776,1,7
0.7826353463610196,0.8091351978579834,1,8
0.347203765308449,0.9646756856303551,3,1
0.42837801323474445,0.06714356219577033,8,9
0.3705708762180562,0.6591215677330987,1,8
0.5059607896770779,0.8822680465430529,2,4
0.3412311748612832,0.08712792038520578,8,7
0.8495756269995773,0.3727670074736805,2,1
0.8223309180900581,0.5175291951488317,4,1
0.10553887064399858,0.6089287666324777,8,5
0.9607875672145786,0.033558070200550905,2,5
0.6355851061014459,0.05981046817565494,4,5
0.8287073110024582,0.45281146820916185,5,3
0.7073086437060769,0.9245028100593236,6,9
0.43548714500767705,0.16693716180968776,1,7
0.7337953040133919,0.8431232952326279,4,2
0.9654737312380777,0.011092974074713546,1,3
0.27008239638740084,0.5170231931512462,1,4
0.8081992188067559,0.33452150256193947,9,8
0.5381729064482558,0.6975043077351304,8,4
0.4834975038831961,0.6498120787833455,5,2
0.4355744930038943,0.8376279291667001,6,3
0.7310262143051223,0.3850587458940883,2,2
0.26839553804922534,0.2900559378884211,3,9
0.8517131600193318,0.23618789287910547,3,2
0.8307310188906034,0.41189744884445334,8,7
0.0866628980556744,0.8823024364441981,2,9
0.881631184002772,0.033266196679032745,2,7
0.243863439190956,0.8994252758957816,6,6
0.46470846660323173,0.22789361853814039,1,5
0.6103317042305206,0.24797865334307423,6,7
0.37898930412826404,0.26700906392072765,9,4
0.02869999777008958,0.42480577969655486,2,3
0.8509528363124591,0.5091960522953206,8,5
0.1818398571576918,0.2112740280259383,6,4
0.212119850179739,0.396358046554379,6,4
0.7978323568280965,0.6446121144297093,8,9
0.34033884316428364,0.6658719048722859,8,4
0.8803199797582254,0.0222531692491722,3,8
0.7011837503322016,0.4045515170023083,1,2
0.2762685757561849,0.7008430420715992,9,2
0.010151114438677111,0.887664019351926,3,1
0.9480625777770312,0.12024277111883186,6,6
0.08561296195802126,0.9330159584853002,1,7
0.7200746641041943,0.1830363924421039,7,3
0.48857784684878736,0.1834100218164153,8,6
0.7581646534824664,0.410312614499424,1,1
0.690609339446523,0.8576216807616865,5,8
0.6459028997409523,0.9112245557802622,2,5
0.49082133507858616,0.6423730796665644,5,6
0.7929328681323174,0.7761015227532555,1,5
0.09305335055467168,0.6143083648096374,7,8
0.22159640047253015,0.7710973584048505,4,9
0.6917871552952018,0.45212196192208853,7,7
0.3062060301300884,0.6470427252878748,6,1
0.5815555853323672,0.43090790755373853,5,7
0.47326048875952476,0.21802998708472665,4,1
0.5309219311457678,0.759927506219524,8,6
0.42550381270521476,0.6762527793481552,2,5
0.7459354367136096,0.8083381639901669,7,7
0.33079129719593015,0.046690831983170034,8,5
0.7028549421857689,0.47072819435171687,3,4
0.27091642697619633,0.20524619946361422,9,2
0.2514036762009415,0.4147100389327878,4,8
0.12065588475230582,0.30467992782397046,2,8
0.1925842934515174,0.8132064802137013,4,5
0.11955474125505283,0.696375582479218,2,6
0.5358639653837498,0.6935995118164817,2,5
0.762189609484103,0.868457964418957,9,9
0.18514984243766197,0.503715029030583,1,5
0.21638463987860568,0.48157786568560756,8,1
0.4841985872127087,0.39980493503861414,6,6
0.7245850010930516,0.7418909880804614,4,1
0.9766070228830568,0.3149126082570848,2,2
0.5246368691086079,0.9942568737095628,3,3
0.282998703274955,0.32265284544349104,8,6
0.10052610809079077,0.02190729859353968,4,1
0.19411757809107344,0.670745675539975,1,5
0.2274831634825547,0.3026833129748828,7,9
0.17944154368540333,0.1380503486022272,4,2
0.014148367256063832,0.8284358242001253,2,5
0.5341350892676633,0.6944693137363439,6,9
